track name="tb_ncbiRefSeq" description="table browser query on ncbiRefSeq" visibility=3 url= 
chrA1	35471152	35606295	XR_002741327.1	0	-	35606295	35606295	0	8	276,64,2314,174,212,99,135,347,	0,778,958,17255,38262,75718,127394,134796,
chrA1	35471152	35626220	XR_002741321.1	0	-	35626220	35626220	0	9	276,64,2314,174,212,99,135,58,208,	0,778,958,17255,38262,75718,127394,148808,154860,
chrA1	35471152	35626220	XR_002741318.1	0	-	35626220	35626220	0	8	276,64,2314,174,212,99,135,208,	0,778,958,17255,38262,75718,127394,154860,
chrA1	35471152	35626220	XR_002741325.1	0	-	35626220	35626220	0	9	276,64,78,157,174,212,99,135,208,	0,778,958,3115,17255,38262,75718,127394,154860,
chrA1	35471152	35626220	XR_002741326.1	0	-	35626220	35626220	0	8	276,64,78,174,212,99,135,208,	0,778,958,17255,38262,75718,127394,154860,
chrA1	35471152	35626220	XR_002741319.1	0	-	35626220	35626220	0	7	276,64,2314,174,99,135,208,	0,778,958,17255,75718,127394,154860,
chrA1	35471152	35626220	XR_002741329.1	0	-	35626220	35626220	0	6	276,64,2314,174,135,208,	0,778,958,17255,127394,154860,
chrA1	35589999	35590682	XR_002741330.1	0	+	35590682	35590682	0	2	280,308,	0,375,
chrA1	35629679	35633972	XR_002155007.1	0	+	35633972	35633972	0	2	103,355,	0,3938,
chrA1	35843274	36350224	XM_023252114.1	0	-	35846590	36350097	0	29	1156,272,60,96,136,165,125,130,240,102,95,96,115,309,105,65,119,117,119,111,106,137,70,75,128,105,168,33,304,	0,3307,133993,134547,174424,196063,203948,222280,239340,274674,279133,286774,322864,323729,327518,334263,337227,342012,342932,343337,359852,362346,367398,367555,393696,439210,459542,480305,506646,
chrA1	35846444	36208023	XM_019827647.2	0	-	35846590	36207914	0	22	409,60,96,136,165,125,130,240,102,95,96,115,309,105,65,119,117,119,111,106,137,121,	0,130823,131377,171254,192893,200778,219110,236170,271504,275963,283604,319694,320559,324348,331093,334057,338842,339762,340167,356682,359176,361458,
chrA1	35846449	36350224	XM_006927330.4	0	-	35846590	36350097	0	28	404,60,96,136,165,125,130,240,102,95,96,115,309,105,65,119,117,119,111,106,137,70,75,128,105,168,33,304,	0,130818,131372,171249,192888,200773,219105,236165,271499,275958,283599,319689,320554,324343,331088,334052,338837,339757,340162,356677,359171,364223,364380,390521,436035,456367,477130,503471,
chrA1	35846449	36350224	XM_023252126.1	0	-	35846590	36350097	0	27	404,60,96,136,165,125,130,102,95,96,115,309,105,65,119,117,119,111,106,137,70,75,128,105,168,33,304,	0,130818,131372,171249,192888,200773,219105,271499,275958,283599,319689,320554,324343,331088,334052,338837,339757,340162,356677,359171,364223,364380,390521,436035,456367,477130,503471,
