track name="tb_ncbiRefSeq" description="table browser query on ncbiRefSeq" visibility=3 url= 
chrA1	90983118	90992898	XM_023241873.1	0	-	90984171	90992898	0	5	1793,619,164,215,83,	0,1795,2554,2720,9697,
chrA1	91211166	91266599	XR_002742236.1	0	-	91266599	91266599	0	3	1958,432,116,	0,54063,55317,
chrA1	91246188	91260069	XM_023253766.1	0	-	91247344	91248689	0	4	1645,978,107,163,	0,1646,8304,13718,
chrA1	91274648	91287075	XR_002742238.1	0	+	91287075	91287075	0	4	2549,76,166,206,	0,3364,8342,12221,
chrA1	91274648	91292459	XR_002742237.1	0	+	91292459	91292459	0	4	2549,76,166,119,	0,3364,8342,17692,
chrA1	91305476	91310104	XM_019830301.1	0	-	91306564	91310087	0	2	3871,18,	0,4610,
chrA1	91305476	91318825	XM_019830280.2	0	-	91306564	91310274	0	3	3871,287,904,	0,4797,12445,
chrA1	91305476	91318825	XM_019830289.2	0	-	91306564	91310274	0	3	3871,279,904,	0,4797,12445,
chrA1	91305476	91319566	XM_019830298.2	0	-	91306564	91310274	0	4	3871,287,107,17,	0,4797,12445,14073,
chrA1	91305476	91319598	XM_023253799.1	0	-	91306564	91310274	0	4	3871,287,30,49,	0,4797,12445,14073,
chrA1	91305476	91321260	XM_003980634.4	0	-	91306564	91319826	0	2	3871,1711,	0,14073,
chrA1	91305476	91321260	XM_019830303.2	0	-	91306564	91319826	0	3	3464,128,1711,	0,3743,14073,
chrA1	91369093	91399651	XM_011281396.2	0	+	91375113	91398031	0	10	165,348,282,129,33,21,21,27,27,2243,	0,5919,9306,14609,14922,15255,24732,25012,27427,28315,
chrA1	91369093	91399651	XM_006927479.2	0	+	91373073	91398031	0	8	165,135,348,282,21,27,27,2243,	0,3957,5919,9306,24732,25012,27427,28315,
chrA1	91369093	91399651	XM_019830340.1	0	+	91373073	91398031	0	10	165,135,348,282,129,21,21,27,27,2243,	0,3957,5919,9306,14609,15255,24732,25012,27427,28315,
