track name="tb_ncbiRefSeq" description="table browser query on ncbiRefSeq" visibility=3 url= 
chrA1	36567130	36701141	XM_023252161.1	0	+	36567175	36699900	0	13	86,85,66,161,142,72,150,141,157,126,851,126,1301,	0,59794,65162,79564,84207,90784,93387,98770,101690,102522,121567,127537,132710,
chrA1	36567130	36724916	XM_023252149.1	0	+	36567175	36708970	0	15	86,85,66,161,142,72,150,141,157,126,851,126,86,80,106,	0,59794,65162,79564,84207,90784,93387,98770,101690,102522,121567,127537,138522,141806,157680,
chrA1	36567130	36730462	XM_023252153.1	0	+	36567175	36724927	0	14	86,85,66,161,142,72,150,141,157,126,851,126,126,262,	0,59794,65162,79564,84207,90784,93387,98770,101690,102522,121567,127537,157680,163070,
chrA1	36567130	36730462	XM_023252159.1	0	+	36567175	36724927	0	15	86,85,66,161,142,72,150,141,157,126,851,126,126,40,262,	0,59794,65162,79564,84207,90784,93387,98770,101690,102522,121567,127537,157680,160976,163070,
chrA1	36567130	36730462	XM_023252137.1	0	+	36567175	36730231	0	15	86,85,66,161,142,72,150,141,157,126,851,126,86,126,262,	0,59794,65162,79564,84207,90784,93387,98770,101690,102522,121567,127537,138522,157680,163070,
chrA1	36567130	36730462	XM_023252140.1	0	+	36567175	36728122	0	16	86,85,66,161,142,72,150,141,157,126,851,126,86,126,40,262,	0,59794,65162,79564,84207,90784,93387,98770,101690,102522,121567,127537,138522,157680,160976,163070,
chrA1	36626924	36730462	XM_019827665.1	0	+	36646781	36730231	0	14	85,62,161,142,72,150,141,157,126,851,126,86,126,262,	0,5372,19770,24413,30990,33593,38976,41896,42728,61773,67743,78728,97886,103276,
chrA1	37215363	37215577	XR_002736837.1	0	+	37215577	37215577	0	1	214,	0,
chrA1	37321230	37339440	XR_002146486.2	0	-	37339440	37339440	0	4	222,121,180,128,	0,7932,13203,18082,
chrA1	37453321	37458997	XM_003980439.4	0	-	37454863	37458760	0	2	4269,369,	0,5307,
chrA1	37459214	37481520	XR_002741367.1	0	+	37481520	37481520	0	3	143,106,173,	0,1779,22133,
chrA1	37587677	37598040	XR_002146488.2	0	-	37598040	37598040	0	2	453,83,	0,10280,
chrA1	38188554	38188658	XR_002736657.1	0	-	38188658	38188658	0	1	104,	0,
chrA1	86555156	86616678	XM_019832928.2	0	+	86555156	86616678	0	4	213,150,552,396,	0,38067,60573,61126,
chrA1	86694731	86695667	XM_003988577.1	0	+	86694731	86695667	0	1	936,	0,
chrA1	86710763	86717590	XM_003988576.2	0	-	86710763	86717590	0	3	15,19,902,	0,965,5925,
