track name="tb_ncbiRefSeq" description="table browser query on ncbiRefSeq" visibility=3 url= 
chrA3	133157874	133275036	XR_002155221.2	0	+	133275036	133275036	0	4	232,53,144,114,	0,35412,93125,117048,
chrA3	133322205	133322310	XR_002741409.1	0	+	133322310	133322310	0	1	105,	0,
chrA3	133348970	133351669	XR_002740852.1	0	+	133351669	133351669	0	2	149,258,	0,2441,
chrA3	133372224	133374129	XR_002155223.2	0	-	133374129	133374129	0	2	246,389,	0,1516,
chrA3	133529549	133556197	XM_003984494.5	0	-	133531626	133554790	0	3	2546,293,1677,	0,19923,24971,
chrA3	133625930	133628861	XR_002155471.2	0	-	133628861	133628861	0	3	48,591,1050,	0,564,1881,
chrA3	134064625	134069956	XR_002741322.1	0	+	134069956	134069956	0	3	527,191,1764,	0,1217,3567,
chrA3	134145237	134179197	XR_002741323.1	0	-	134179197	134179197	0	6	1452,97,159,132,401,132,	0,6284,8050,12381,33175,33828,
chrA3	134145237	134179197	XR_002741324.1	0	-	134179197	134179197	0	7	688,605,97,159,132,401,132,	0,847,6284,8050,12381,33175,33828,
chrA3	134219894	134223585	XR_002155233.2	0	-	134223585	134223585	0	2	1731,309,	0,3382,
chrA3	134299594	134301019	XR_002155237.2	0	-	134301019	134301019	0	2	425,298,	0,1127,
chrA3	134303474	134357450	XM_019827894.1	0	-	134305130	134357441	0	21	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,105,126,308,63,96,201,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,44356,46784,48991,50805,52929,53775,
chrA3	134303474	134357450	XM_011281322.1	0	-	134305130	134357441	0	20	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,126,308,63,96,201,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,46784,48991,50805,52929,53775,
chrA3	134303474	134357450	XM_023252093.1	0	-	134305130	134357441	0	20	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,105,126,308,96,201,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,44356,46784,48991,52929,53775,
chrA3	134303474	134374385	XM_011281323.2	0	-	134305130	134357441	0	22	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,108,126,308,63,96,201,108,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,44356,46784,48991,50805,52929,53775,70803,
chrA3	134303474	134386546	XM_019827896.2	0	-	134305130	134357441	0	22	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,108,126,308,63,96,201,274,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,44356,46784,48991,50805,52929,53775,82798,
chrA3	134303474	134432878	XM_023252094.1	0	-	134305130	134432843	0	21	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,126,308,96,201,57,113,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,46784,48991,52929,53775,94449,129291,
chrA3	134303474	134432879	XM_003984496.5	0	-	134305130	134432843	0	22	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,108,126,308,96,201,57,114,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,44356,46784,48991,52929,53775,94449,129291,
chrA3	134303474	134432880	XM_011281321.3	0	-	134305130	134432843	0	23	1816,104,115,153,87,149,127,80,93,70,94,191,94,310,130,108,126,308,63,96,201,57,115,	0,4767,5635,11984,21711,22279,23404,28234,31355,34789,35506,37294,38119,39328,40947,44356,46784,48991,50805,52929,53775,94449,129291,
chrA3	134431944	134440708	XR_002741328.1	0	+	134440708	134440708	0	3	624,639,1142,	0,4004,7622,
chrA3	134441100	134449320	XM_019828119.1	0	+	134441100	134449320	0	7	175,264,128,111,139,91,253,	0,177,443,4750,4863,6904,7967,
chrA3	134455373	134546754	XM_023252097.1	0	-	134457003	134531808	0	33	1794,139,201,136,219,175,205,162,143,159,103,614,90,200,116,340,137,196,181,198,120,129,351,186,144,114,129,144,183,177,120,181,149,	0,2952,3559,5792,7799,10020,10574,14364,17974,19077,21763,24369,27845,29250,31350,32822,36865,37924,39076,40037,40839,41673,45613,47924,51260,51891,55513,57801,59333,67142,70008,76278,91232,
chrA3	134455373	134551365	XM_023252099.1	0	-	134457003	134531808	0	33	1794,139,201,136,219,175,205,162,143,159,103,614,90,200,116,340,137,196,181,198,120,129,351,186,144,114,129,144,183,177,120,181,799,	0,2952,3559,5792,7799,10020,10574,14364,17974,19077,21763,24369,27845,29250,31350,32822,36865,37924,39076,40037,40839,41673,45613,47924,51260,51891,55513,57801,59333,67142,70008,76278,95193,
chrA3	134455373	134600442	XM_023252096.1	0	-	134457003	134531808	0	34	1794,139,201,136,219,175,205,162,143,159,103,614,90,200,116,340,137,196,181,198,120,129,351,186,144,114,129,144,183,177,120,181,173,499,	0,2952,3559,5792,7799,10020,10574,14364,17974,19077,21763,24369,27845,29250,31350,32822,36865,37924,39076,40037,40839,41673,45613,47924,51260,51891,55513,57801,59333,67142,70008,76278,77341,144570,
chrA3	134455373	134600442	XM_023252095.1	0	-	134457003	134531808	0	33	1794,139,201,136,219,175,205,162,143,159,103,614,90,200,116,340,137,196,181,198,120,129,351,186,144,114,129,144,183,177,120,181,499,	0,2952,3559,5792,7799,10020,10574,14364,17974,19077,21763,24369,27845,29250,31350,32822,36865,37924,39076,40037,40839,41673,45613,47924,51260,51891,55513,57801,59333,67142,70008,76278,144570,
chrA3	134455373	134600442	XM_023252101.1	0	-	134457003	134531808	0	33	1794,139,201,136,219,175,205,162,143,159,103,614,90,200,116,340,137,193,181,198,120,129,351,186,144,114,129,144,183,177,120,181,499,	0,2952,3559,5792,7799,10020,10574,14364,17974,19077,21763,24369,27845,29250,31350,32822,36865,37924,39076,40037,40839,41673,45613,47924,51260,51891,55513,57801,59333,67142,70008,76278,144570,
