N_unmapped	7124667	7124667	7124667
N_multimapping	17132449	17132449	17132449
N_noFeature	3915252	26259594	4962267
N_ambiguous	1296397	2737	37729
LOC102899061	0	0	0
LOC101090826	1	0	1
TRNAE-UUC	0	0	0
CCDC115	1048	6	1042
IMP4	403	15	388
PTPN18	148	1	147
LOC111559468	5	0	5
LOC102899369	19	0	19
LOC109493243	2	2	0
ATP12A	20	0	20
RNF17	3	6	0
CENPJ	451	8	446
PARP4	2979	18	2961
MPHOSPH8	720	70	650
PSPC1	1015	14	1001
ZMYM5	487	3	484
LOC111559482	10	87	1
ZMYM2	3066	32	3112
LOC111558556	9	0	9
GJA3	3	0	3
GJB2	2	0	2
GJB6	0	0	0
LOC111556713	0	0	0
CRYL1	1894	8	1886
LOC109493944	17	2	15
IFT88	1205	13	1192
IL17D	13	3	10
LOC111558748	18	4	14
LOC109494068	6	5	1
EEF1AKMT1	375	4	371
XPO4	1389	17	1372
LATS2	3927	56	3871
LOC109494173	18	2	16
SAP18	1566	16	1550
LOC111559175	7	6	1
SKA3	40	5	40
MRPL57	527	14	518
ZDHHC20	1679	5	1674
LOC109494403	31	31	0
MICU2	1180	16	1164
LOC109494431	9	1	8
FGF9	19	0	19
LOC111556740	0	0	0
LOC109492527	0	0	0
LOC109492533	0	0	0
LOC109492531	0	0	0
LOC109492534	0	0	0
SGCG	0	0	0
SACS	2289	16	2273
TNFRSF19	23	1	22
MIPEP	393	5	390
LOC102900817	1	2	1
LOC111559532	1	0	1
C1QTNF9	2	2	0
SPATA13	315	5	310
LOC109494942	6	6	0
LOC109494916	0	0	0
LOC109494931	0	0	0
LOC109494958	0	0	0
LOC111559449	0	0	0
AMER2	8	0	8
LOC109495032	0	0	0
LOC109495042	0	0	0
MTMR6	2823	17	2807
NUP58	871	5	867
LOC111559502	0	0	0
LOC101085594	0	0	0
LOC109495412	0	0	0
LOC111559455	0	0	0
SHISA2	3	0	3
LOC101096779	3	0	3
RNF6	948	18	930
CDK8	596	7	589
LOC109495641	1	1	0
LOC109495885	1	1	0
WASF3	153	1	152
LOC111556724	0	0	0
LOC109495851	0	0	0
GPR12	0	0	0
USP12	2122	15	2107
LOC109496069	4	1	3
LOC111559476	2	13	2
LOC102901461	253	3	263
RPL21	9748	129	9619
LOC111557008	10	0	10
LOC111557034	17	0	17
RASL11A	2382	10	2372
LOC109496221	2	0	2
GTF3A	758	46	828
MTIF3	212	100	228
LOC111559484	1	0	1
LOC109496316	29	0	29
LNX2	525	11	515
POLR1D	387	2	385
LOC111559488	536	11	525
GSX1	0	0	0
PDX1	0	0	0
CDX2	0	0	0
URAD	0	0	0
FLT3	0	0	0
LOC109496442	1	1	0
LOC102901710	10	0	10
PAN3	728	2	726
FLT1	61	1	60
LOC102901737	1	0	1
LOC111559501	0	0	0
POMP	2028	16	2012
SLC46A3	27	2	25
MTUS2	1	1	0
LOC109496599	0	0	0
LOC109496695	0	0	0
SLC7A1	1747	12	1735
LOC109496642	24	24	0
LOC109496619	0	0	0
LOC109496645	0	0	0
LOC111559507	0	0	0
LOC109496768	0	0	0
LOC109496710	0	0	0
UBL3	2034	16	2018
LOC109496855	0	0	0
LOC111559546	0	0	0
KATNAL1	149	1	153
LOC102902205	12	4	13
LOC111559516	5	3	2
LOC109497259	9	1	8
HMGB1	3513	72	3441
LOC109497262	1	1	0
LOC109497264	15	0	15
USPL1	138	0	138
TRNAN-GUU	3	0	3
LOC111559523	4	0	4
ALOX5AP	0	0	0
LOC109497268	0	0	0
LOC102902594	7	0	7
LOC109492552	0	0	0
LOC109497270	19	1	18
MEDAG	10786	111	10675
LOC111559528	155	3	152
LOC109497286	0	0	0
TEX26	0	0	0
LOC111559529	0	0	0
LOC111559531	0	0	0
LOC109497276	0	0	0
LOC102900692	0	0	0
LOC102899076	0	0	0
HSPH1	1942	29	2033
LOC102899192	9	128	1
LOC109497283	1	0	1
LOC111559537	232	10	236
B3GLCT	1091	12	1093
LOC109497302	2	2	0
LOC109497301	11	11	0
LOC105260585	0	0	0
LOC109497305	0	0	0
RXFP2	3	2	1
FRY	1237	12	1225
LOC102901028	6	2	4
LOC109497331	0	0	0
LOC109497337	4	4	0
ZAR1L	0	0	0
BRCA2	58	21	42
N4BP2L1	92	1	96
N4BP2L2	1641	38	1603
PDS5B	567	5	562
LOC109497366	0	0	0
LOC109497357	0	0	0
KL	0	0	0
LOC109497379	0	0	0
LOC109497405	0	0	0
STARD13	766	2	768
LOC109497406	1	0	1
LOC111559553	3	6	1
LOC111559555	0	0	0
RFC3	236	3	233
LOC109497412	0	0	0
LOC109497409	0	0	0
LOC111559557	0	0	0
LOC109497407	0	0	0
LOC109497422	0	0	0
LOC109497423	0	0	0
LOC102901791	11	3	8
NBEA	840	8	832
LOC101083390	3	3	0
MAB21L1	218	9	209
LOC109492555	0	0	0
DCLK1	1614	16	1598
SOHLH2	162	1	161
LOC111559572	0	0	0
CCDC169	14	0	14
SPART	2850	51	2799
CCNA1	14	0	14
SERTM1	1	0	1
LOC109497469	2	0	2
RFXAP	294	12	282
SMAD9	2234	19	2215
ALG5	599	16	583
EXOSC8	162	21	175
SUPT20H	720	25	729
LOC111559720	5	0	5
POSTN	110027	1456	108617
LOC109497540	23	67	2
TRPC4	1	0	1
LOC111557024	0	0	0
LOC109497541	1	1	0
LOC109492556	0	0	0
UFM1	1840	19	1821
FREM2	20	0	20
STOML3	1	0	1
LOC111557022	0	0	0
PROSER1	57	2	55
NHLRC3	1453	9	1444
LOC109492559	0	0	0
LOC111559741	10	0	10
LHFPL6	4966	51	4915
COG6	1234	17	1217
LOC109497583	0	0	0
LOC109497589	0	0	0
LOC109492560	0	0	0
LOC109497596	3	0	3
LOC109497598	0	0	0
LOC109497603	0	0	0
LOC109497600	0	0	0
FOXO1	309	4	305
MRPS31	878	10	868
SLC25A15	203	1	202
LOC101096867	0	0	0
THSD1	51	1	50
LOC111556783	0	0	0
VPS36	969	8	961
CKAP2	192	2	190
NEK3	205	3	202
NEK5	37	21	16
LOC109497673	1	0	1
ALG11	297	3	294
ATP7B	84	0	84
CCDC70	0	0	0
DHRS12	31	19	12
WDFY2	409	8	401
LOC102900676	2	2	0
LOC111556827	0	0	0
INTS6	998	17	981
SERPINE3	13	13	1
LOC109497734	2	1	2
LOC105260724	0	1	3
FAM124A	18	4	18
LOC109498200	0	0	0
LOC102900780	0	0	0
LOC101098598	1	0	1
LOC111559776	0	0	0
LOC111559777	1	0	1
RNASEH2B	476	7	469
TRNAK-CUU	0	0	0
DLEU7	0	0	0
LOC109497901	0	0	0
LOC111556929	0	0	0
LOC111556704	0	0	0
LOC102900852	115	1	114
LOC109497907	35	0	35
KCNRG	10	8	2
TRIM13	139	28	111
SPRYD7	368	3	365
LOC109497902	0	0	0
KPNA3	1308	9	1299
EBPL	196	0	196
RCBTB1	510	3	507
ARL11	0	0	0
LOC101100105	399	15	385
CAB39L	762	15	748
LOC109497890	228	4	224
CDADC1	658	7	651
LOC102901569	42	0	42
MLNR	2	0	2
FNDC3A	1928	15	1930
LOC105260363	7	21	3
CYSLTR2	26	1	25
LOC109497974	1	0	1
LOC111556256	0	0	0
RCBTB2	1332	7	1325
RB1	364	8	356
LPAR6	104	2	102
LOC111559794	0	0	0
ITM2B	14757	102	14655
LOC111556911	0	0	0
LOC109497981	0	0	0
MED4	317	2	315
NUDT15	244	2	242
SUCLA2	1439	14	1425
LOC109497998	14	0	14
HTR2A	0	0	0
LOC109498005	0	0	0
ESD	2015	12	2003
LRCH1	607	12	595
LOC111559803	15	6	11
RUBCNL	418	3	417
LRRC63	0	0	0
LCP1	1	0	1
LOC109498029	0	0	0
CPB2	1	1	0
ZC3H13	1096	56	1040
LOC109498060	1	0	1
LOC109498054	0	0	0
SIAH3	0	0	0
SPERT	0	0	0
LOC111559815	0	0	0
LOC111559816	0	0	0
ERICH6B	0	0	0
LOC109498055	0	0	0
COG3	1175	10	1165
SLC25A30	1563	11	1552
LOC109498076	3	5	1
LOC109498069	0	0	0
TPT1	47835	876	46962
LOC111557013	18	0	18
LOC111557014	11	0	11
LOC109498077	1	1	0
LOC111559737	1	0	1
GTF2F2	279	0	279
KCTD4	2	2	0
GPALPP1	459	3	456
NUFIP1	308	4	304
LOC101085341	0	0	0
TRNAE-UUC_1	0	0	0
LOC111559826	0	0	0
LOC109498105	2	1	1
TSC22D1	2381	27	2354
LOC109498118	0	0	0
SERP2	52	4	48
SMIM2	0	0	0
LOC109498125	3	1	2
LOC111559743	0	0	0
LOC102900805	0	0	0
LACC1	326	3	324
CCDC122	9	1	9
ENOX1	265	3	262
LOC109498151	0	0	0
DNAJC15	1296	9	1287
EPSTI1	5	1	4
LOC109498166	0	0	0
FAM216B	1	0	1
LOC109498172	0	0	0
LOC109498170	0	0	0
TNFSF11	1	0	1
AKAP11	2030	22	2008
LOC111559850	0	0	0
DGKH	929	8	921
VWA8	1235	12	1223
LOC109498198	0	0	0
RGCC	39	1	38
NAA16	440	2	447
MTRF1	217	13	213
LOC101088295	424	9	415
LOC101090830	446	4	442
WBP4	583	39	560
ELF1	1224	13	1235
TRNAE-UUC_2	0	0	0
LOC109498230	50	57	1
SUGT1	1541	25	1516
CNMD	15	6	9
LOC101091586	0	0	0
LOC109498231	0	0	0
OLFM4	0	0	0
LOC102901843	0	0	0
LOC111556289	0	0	0
LOC102901884	0	0	0
LOC111559868	0	0	0
LOC102901923	0	0	0
LOC111556986	0	0	0
LOC109492563	0	0	0
LOC109498248	0	0	0
LOC109498249	0	0	0
LOC111556964	0	0	0
LOC111556987	0	0	0
LOC111556764	0	0	0
PCDH17	14	0	14
LOC111559874	0	0	0
LOC111559877	30	0	30
LOC111559879	0	0	0
LOC109498269	0	0	0
DIAPH3	46	0	46
LOC109498288	0	0	0
TDRD3	310	2	308
LOC111557080	0	0	0
LOC109492570	0	0	0
PCDH20	4	0	4
LOC109498314	0	0	0
LOC109492573	0	0	0
LOC111556957	0	0	0
LOC111556975	0	0	0
LOC111559890	0	0	0
LOC109498326	0	0	0
LOC111556747	0	0	0
LOC109492581	0	0	0
LOC111559810	0	0	0
PCDH9	1420	6	1414
LOC109498345	2	2	0
LOC109492584	0	0	0
LOC109492592	0	0	0
LOC111557037	0	0	0
LOC101100024	0	0	0
LOC111559836	0	0	0
KLHL1	0	0	0
LOC111556923	0	0	0
DACH1	1	0	1
LOC109492597	0	0	0
MZT1	1130	6	1126
BORA	85	6	81
DIS3	636	10	626
PIBF1	263	5	258
KLF5	78	0	78
LOC109498494	0	0	0
KLF12	912	12	900
LOC109498474	8	8	0
LOC109498477	5	5	0
LOC109498473	8	0	8
TBC1D4	2319	17	2375
UCHL3	2164	85	2152
COMMD6	366	3	363
LMO7	5768	78	5690
LOC109498550	16	0	16
LOC109498616	6	0	6
LOC109498606	3	3	0
LOC111556749	0	0	0
LOC111560078	0	0	0
LOC111559858	1	0	1
KCTD12	4590	23	4567
ACOD1	0	0	0
CLN5	2199	26	2174
FBXL3	1355	18	1338
LOC109498698	45	18	27
MYCBP2	6036	56	5980
SCEL	22	0	22
LOC109498704	0	0	0
SLAIN1	1	0	1
EDNRB	410	2	408
LOC109492603	0	0	0
LOC109498710	0	0	0
POU4F1	1	0	1
RNF219	633	9	624
LOC109498732	2	0	2
LOC109498727	3	0	3
LOC109498734	0	0	0
RBM26	945	18	927
NDFIP2	1982	17	1965
LOC109498753	1	1	0
LOC109498754	0	0	0
LOC109498764	0	0	0
LOC109498761	0	0	0
LOC109492605	0	0	0
LOC109498776	1	1	0
SPRY2	368	2	366
LOC111560110	21	0	21
LOC111556774	0	0	0
LOC109498777	0	0	0
LOC109492609	0	0	0
LOC109498787	0	0	0
LOC109498786	0	0	0
LOC111556984	0	0	0
LOC111556727	0	0	0
LOC111560115	0	0	0
SLITRK1	0	0	0
LOC111560117	0	0	0
LOC111556999	0	0	0
LOC111560056	0	0	0
SLITRK6	1	0	1
LOC111560120	0	0	0
LOC109498813	0	0	0
SLITRK5	10	0	10
LOC101093984	1	0	1
LOC111556882	0	0	0
LOC109498814	0	0	0
LOC111560123	0	0	0
LOC109492621	0	0	0
GPC5	0	0	0
LOC111556710	0	0	0
LOC111556930	0	0	0
GPC6	2550	25	2525
LOC109498840	14	14	0
DCT	0	0	0
TRNAF-GAA	2	0	2
TGDS	294	0	294
GPR180	426	0	426
LOC111560128	0	0	0
SOX21	1	0	1
LOC111556548	0	0	0
LOC109498853	0	0	0
LOC109498862	0	0	0
ABCC4	462	3	459
LOC111560130	0	0	0
CLDN10	2	0	2
DZIP1	2460	28	2432
DNAJC3	6217	59	6158
LOC109498873	5	5	0
UGGT2	3674	35	3639
HS6ST3	0	0	0
